GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,at,ch,dt,ebit,fincf,ivncf,ni,oancf,tfva,costat
001300,20121231,2012,INDL,C,D,STD,USD,41853.0000,,7020,4599.0000,-1206.0000,-1428.0000,2926.0000,3517.0000,717.0000,A
001300,20131231,2013,INDL,C,D,STD,USD,45435.0000,,7433,6164.0000,-433.0000,-1959.0000,3924.0000,4335.0000,909.0000,A
001300,20141231,2014,INDL,C,D,STD,USD,45451.0000,,6985,6429.0000,-2272.0000,-1876.0000,4239.0000,5024.0000,1582.0000,A
001300,20151231,2015,INDL,C,D,STD,USD,49316.0000,,6131,7374.0000,102.0000,-6514.0000,4768.0000,5454.0000,1621.0000,A
001300,20161231,2016,INDL,C,D,STD,USD,54146.0000,,12409,7331.0000,346.0000,-3342.0000,4809.0000,5498.0000,1891.0000,A
001300,20171231,2017,INDL,C,D,STD,USD,59387.0000,7059.0000,13924,7708.0000,-3516.0000,-3574.0000,1655.0000,5966.0000,,A
001308,20101231,2010,INDL,C,D,STD,USD,1075.6560,20.9400,493.44,4.0890,-7.3110,-67.7370,-39.5120,54.9160,,I
001327,20100930,2010,INDL,C,D,STD,USD,1564.0520,453.2570,24.743,198.7040,-38.5970,-95.3290,137.2940,222.9620,430.0770,A
001327,20110930,2011,INDL,C,D,STD,USD,1890.3890,410.0870,0,309.0010,-59.0440,-349.9440,226.5850,365.8180,331.7050,A
001327,20120930,2012,INDL,C,D,STD,USD,2136.6460,306.2930,0,278.8600,-86.1760,-302.8570,202.0780,285.2390,144.5730,A
001327,20130930,2013,INDL,C,D,STD,USD,2333.1000,511.1000,0,353.6000,-172.7000,-123.0000,278.1000,499.7000,241.1000,A
001327,20140930,2014,INDL,C,D,STD,USD,2973.8000,805.8000,0,571.2000,-120.6000,-357.1000,457.7000,772.4000,447.5000,A
001327,20150930,2015,INDL,C,D,STD,USD,3719.4000,1043.6000,0,1026.7000,-300.3000,-454.7000,798.3000,992.8000,470.2000,A
001327,20160930,2016,INDL,C,D,STD,USD,3855.4000,1083.8000,0,1131.0000,-804.6000,-250.9000,995.2000,1095.7000,411.0000,A
001327,20170930,2017,INDL,C,D,STD,USD,4573.6000,1616.8000,0,1257.7000,-612.4000,-325.9000,1010.2000,1471.3000,592.6000,A
001356,20101231,2010,INDL,C,D,STD,USD,39293.0000,1543.0000,9073,1254.0000,-952.0000,-1272.0000,254.0000,2261.0000,147.0000,I
001356,20111231,2011,INDL,C,D,STD,USD,40120.0000,1939.0000,9085,1781.0000,62.0000,-1852.0000,611.0000,2193.0000,94.0000,I
001356,20121231,2012,INDL,C,D,STD,USD,40179.0000,1861.0000,8776,839.0000,-798.0000,-759.0000,191.0000,1497.0000,596.0000,I
001356,20131231,2013,INDL,C,D,STD,USD,35742.0000,1437.0000,8262,1125.0000,-679.0000,-1290.0000,-2285.0000,1578.0000,390.0000,I
001356,20141231,2014,INDL,C,D,STD,USD,37399.0000,1877.0000,8798,2245.0000,2250.0000,-3460.0000,268.0000,1674.0000,,I
001356,20151231,2015,INDL,C,D,STD,USD,36528.0000,1919.0000,9065,1993.0000,-441.0000,-1060.0000,-322.0000,1582.0000,,I
001380,20101231,2010,INDL,C,D,STD,USD,35396.0000,1608.0000,5569,2921.0000,975.0000,-5259.0000,2125.0000,4530.0000,1535.0000,A
001380,20111231,2011,INDL,C,D,STD,USD,39136.0000,351.0000,6040,3439.0000,325.0000,-6566.0000,1703.0000,4984.0000,1566.0000,A
001380,20121231,2012,INDL,C,D,STD,USD,43441.0000,642.0000,7361,3475.0000,1682.0000,-7051.0000,2025.0000,5660.0000,621.0000,A
001380,20131231,2013,INDL,C,D,STD,USD,42754.0000,1814.0000,5798,2861.0000,-4276.0000,578.0000,5052.0000,4870.0000,975.0000,A
001380,20141231,2014,INDL,C,D,STD,USD,38578.0000,2444.0000,5987,2052.0000,-3835.0000,1.0000,2317.0000,4464.0000,797.0000,A
001380,20151231,2015,INDL,C,D,STD,USD,34195.0000,2716.0000,6630,-2359.0000,2497.0000,-4206.0000,-3056.0000,1981.0000,,A
001380,20161231,2016,INDL,C,D,STD,USD,28621.0000,2732.0000,6806,-3219.0000,1311.0000,-2090.0000,-6132.0000,795.0000,,A
001382,20101231,2010,INDL,C,D,STD,USD,7819.0000,1859.0000,4400,785.0000,-307.0000,63.0000,502.0000,804.0000,57.0000,I
001382,20111231,2011,INDL,C,D,STD,USD,8335.0000,1947.0000,4566,452.0000,88.0000,-472.0000,71.0000,472.0000,0.0000,I
001382,20121231,2012,INDL,C,D,STD,USD,9396.0000,2376.0000,4793,896.0000,156.0000,-844.0000,637.0000,1017.0000,,I
001393,20110331,2010,INDL,C,D,STD,USD,4176.1540,375.4960,1397.842,354.6370,-60.6990,-380.9880,183.5750,572.7940,1039.3300,A
001393,20120331,2011,INDL,C,D,STD,USD,4654.0510,350.1000,1486.211,395.1190,-112.7450,-576.9620,205.3670,664.6050,1089.3680,A
001393,20130331,2012,INDL,C,D,STD,USD,5306.6010,463.7440,1661.845,476.6870,157.7830,-712.2130,264.7080,661.5300,1530.6780,A
001393,20140331,2013,INDL,C,D,STD,USD,5998.9780,495.1120,1942.359,596.6570,167.7940,-845.7530,342.3910,709.5040,1599.8660,A
001393,20150331,2014,INDL,C,D,STD,USD,6872.1750,441.8500,2190.869,649.0930,-25.4610,-825.2290,356.7410,808.1900,1770.6000,A
001393,20160331,2015,INDL,C,D,STD,USD,8150.7250,600.6460,2688.758,773.1110,406.8720,-1273.3990,489.0010,1041.0630,2013.3730,A
001393,20170331,2016,INDL,C,D,STD,USD,9405.8400,697.8060,3262.88,681.5780,223.7530,-1144.5140,398.4240,1020.0610,2189.9390,A
001397,20101231,2010,INDL,C,D,STD,USD,123.2300,0.8670,7.338,4.0410,-0.7070,-2.0010,57.1690,2.7800,,A
001397,20111231,2011,INDL,C,D,STD,USD,120.4000,0.9790,5.757,-1.1310,2.8230,-2.5690,-1.6540,-0.5370,,A
001408,20101231,2010,INDL,C,D,STD,USD,12675.3000,864.7000,4228,812.2000,-248.5000,-73.0000,487.6000,770.6000,66.4000,I
001408,20111231,2011,INDL,C,D,STD,USD,7491.8000,218.3000,1902.1,600.9000,-2002.5000,918.2000,911.4000,454.5000,3.7000,I
001408,20121231,2012,INDL,C,D,STD,USD,8636.9000,365.7000,2494.2,631.9000,564.2000,-802.1000,382.4000,378.2000,6.0000,I
001408,20131231,2013,INDL,C,D,STD,USD,8584.7000,277.2000,2024.5,667.6000,-468.8000,-42.3000,362.5000,423.8000,5.8000,I
001410,20101031,2010,INDL,C,D,STD,USD,1548.6700,39.4460,140.5,118.8820,-56.7110,-87.8600,64.1210,149.8640,25.8880,A
001410,20111031,2011,INDL,C,D,STD,USD,1879.5980,26.4670,300,124.1480,134.4430,-307.4120,68.5040,159.9900,20.3870,A
001410,20121031,2012,INDL,C,D,STD,USD,1869.2510,43.4590,215,111.7110,-103.7820,-29.8380,62.5820,150.6120,22.8090,A
001410,20131031,2013,INDL,C,D,STD,USD,2119.2360,32.6390,314.87,124.7760,79.7550,-225.8880,72.9000,135.3130,18.3570,A
001410,20141031,2014,INDL,C,D,STD,USD,2192.9000,36.7000,319.8,137.2000,-34.6000,-82.0000,75.6000,120.7000,18.4000,A
001410,20151031,2015,INDL,C,D,STD,USD,2149.8000,55.5000,158,95.5000,-216.9000,90.4000,76.3000,145.3000,18.3000,A
001410,20161031,2016,INDL,C,D,STD,USD,2281.2000,56.0000,268.3,118.3000,52.6000,-134.8000,57.2000,83.5000,13.1000,A
001410,20171031,2017,INDL,C,D,STD,USD,3812.6000,62.8000,1178.2,101.1000,874.0000,-871.8000,3.8000,5.6000,89.5000,A
001414,20101231,2010,INDL,C,D,STD,USD,9884.3060,126.0380,300,420.0150,-1289.8930,739.5740,257.7780,41.0570,4574.1270,A
001414,20111231,2011,INDL,C,D,STD,USD,9998.5440,136.0780,300,303.8120,-207.3120,128.6990,178.2760,87.9020,4404.1060,A
001414,20121231,2012,INDL,C,D,STD,USD,10337.8770,112.2160,374.433,299.9890,-211.0860,66.6490,173.8060,119.9780,4550.0380,A
001414,20131231,2013,INDL,C,D,STD,USD,10329.9500,149.1890,374.481,301.9540,-184.9400,35.4840,162.7250,187.8990,4312.4260,A
001414,20141231,2014,INDL,C,D,STD,USD,10738.1140,192.5160,594.532,310.2920,-175.8830,-15.6450,181.3940,237.6440,4260.5240,A
001414,20151231,2015,INDL,C,D,STD,USD,10612.1190,152.2940,739.805,324.4880,-235.2680,-58.4650,189.8710,259.0890,3848.5550,A
001414,20161231,2016,INDL,C,D,STD,USD,11438.9430,211.9760,875.41,366.2860,-185.1340,-47.9230,219.4140,292.1670,4132.6680,A
001417,20100630,2010,INDL,C,D,STD,USD,,,,,,,,,,A
001417,20110630,2011,INDL,C,D,STD,USD,,,,,,,,,,A
001417,20120630,2012,INDL,C,D,STD,USD,,,,,,,,,,A
001417,20130630,2013,INDL,C,D,STD,USD,,,,,,,,,,A
001417,20140630,2014,INDL,C,D,STD,USD,,,,,,,,,,A
001417,20150630,2015,INDL,C,D,STD,USD,,,,,,,,,,A
001417,20160630,2016,INDL,C,D,STD,USD,,,,,,,,,,A
001417,20170630,2017,INDL,C,D,STD,USD,,,,,,,,,,A
001439,20101231,2010,INDL,C,D,STD,USD,217.3490,6.3420,63.01,23.4360,49.5820,-89.4970,12.5840,14.9290,,A
001439,20111231,2011,INDL,C,D,STD,USD,202.5880,4.2890,40.571,32.6530,-35.1640,-9.9980,18.3700,43.1910,,A
001439,20121231,2012,INDL,C,D,STD,USD,218.6940,2.1200,45,40.9860,-11.2000,-26.3060,25.6590,35.1740,,A
001439,20131231,2013,INDL,C,D,STD,USD,300.5560,73.9400,0,53.1690,43.6780,-21.1910,32.1510,49.6390,4.0970,A
001439,20141231,2014,INDL,C,D,STD,USD,919.8550,22.9710,394.653,78.7960,366.7930,-488.4900,38.2360,71.3690,5.7290,A
001439,20151231,2015,INDL,C,D,STD,USD,771.9870,5.9890,293.74,79.5310,-108.3580,20.2880,25.6110,71.5470,5.7480,A
001439,20161231,2016,INDL,C,D,STD,USD,776.4000,7.0150,277.362,70.0290,-31.5890,-42.0040,34.2520,74.6270,5.7870,A
001440,20101231,2010,INDL,C,D,STD,USD,50455.0000,294.0000,,2956.0000,-335.0000,-2523.0000,1214.0000,2662.0000,2867.0000,A
001440,20111231,2011,INDL,C,D,STD,USD,52223.0000,221.0000,,2870.0000,-971.0000,-2890.0000,1946.0000,3788.0000,2703.0000,A
001440,20121231,2012,INDL,C,D,STD,USD,54367.0000,279.0000,,3002.0000,-355.0000,-3391.0000,1259.0000,3804.0000,2868.0000,A
001440,20131231,2013,INDL,C,D,STD,USD,56414.0000,118.0000,,3111.0000,-449.0000,-3818.0000,1480.0000,4106.0000,2860.0000,A
001440,20141231,2014,INDL,C,D,STD,USD,59633.0000,163.0000,,3287.0000,-162.0000,-4406.0000,1634.0000,4613.0000,3117.0000,A
001440,20151231,2015,INDL,C,D,STD,USD,61683.1000,176.4000,,3333.5000,-789.4000,-4015.2000,2047.1000,4818.5000,3125.8000,A
001440,20161231,2016,INDL,C,D,STD,USD,63467.7000,210.5000,,3474.9000,503.9000,-4989.1000,610.9000,4519.3000,3182.0000,A
001440,20171231,2017,INDL,C,D,STD,USD,64729.1000,412.6000,,3431.2000,-604.9000,-3666.2000,1912.6000,4284.0000,,A
001447,20101231,2010,INDL,C,D,STD,USD,147042.0000,16709.0000,66416,6395.0000,-8084.0000,-1229.0000,4057.0000,9288.0000,15099.0000,A
001447,20111231,2011,INDL,C,D,STD,USD,153337.0000,24893.0000,59570,7594.0000,-1384.0000,-491.0000,4935.0000,10475.0000,8663.0000,A
001447,20121231,2012,INDL,C,D,STD,USD,153140.0000,22250.0000,58973,8394.0000,-3268.0000,-6545.0000,4482.0000,7082.0000,6556.0000,A
001447,20131231,2013,INDL,C,D,STD,USD,153375.0000,19486.0000,55330,8861.0000,-3891.0000,-7269.0000,5359.0000,8547.0000,5717.0000,A
001447,20141231,2014,INDL,C,D,STD,USD,159103.0000,22288.0000,57955,8963.0000,11.0000,-7967.0000,5885.0000,10990.0000,5422.0000,A
001447,20151231,2015,INDL,C,D,STD,USD,161184.0000,22762.0000,48061,8968.0000,-2029.0000,-8193.0000,5163.0000,10972.0000,4303.0000,A
001447,20161231,2016,INDL,C,D,STD,USD,158893.0000,25208.0000,46990,8074.0000,-7532.0000,1868.0000,5408.0000,8224.0000,3922.0000,A
001449,20101231,2010,INDL,C,D,STD,USD,101039.0000,2121.0000,3038,3734.0000,161.0000,-7432.0000,2344.0000,6989.0000,56454.0000,A
001449,20111231,2011,INDL,C,D,STD,USD,117102.0000,2249.0000,3285,3188.0000,64.0000,-10829.0000,1964.0000,10842.0000,54411.0000,A
001449,20121231,2012,INDL,C,D,STD,USD,131094.0000,2041.0000,4352,4563.0000,1945.0000,-16952.0000,2866.0000,14952.0000,63964.0000,A
001449,20131231,2013,INDL,C,D,STD,USD,121307.0000,2543.0000,4897,5109.0000,1136.0000,-11091.0000,3158.0000,10547.0000,64069.0000,A
001449,20141231,2014,INDL,C,D,STD,USD,119767.0000,4658.0000,5282,4808.0000,-147.0000,-4241.0000,2951.0000,6550.0000,73901.0000,A
001449,20151231,2015,INDL,C,D,STD,USD,118296.0000,4350.0000,5011,4381.0000,-2187.0000,-4897.0000,2533.0000,6776.0000,72996.0000,A
001449,20161231,2016,INDL,C,D,STD,USD,129819.0000,4859.0000,5360,4472.0000,-1619.0000,-3855.0000,2659.0000,5987.0000,83044.0000,A
001468,20110228,2010,INDL,C,D,STD,USD,1547.2490,215.8380,232.688,181.7970,-117.1920,8.2100,87.0180,179.7990,10.0940,I
001468,20120229,2011,INDL,C,D,STD,USD,1549.4640,132.4380,225.181,168.9810,-136.9090,-63.0320,57.1980,116.5380,9.1980,I
001468,20130228,2012,INDL,C,D,STD,USD,1583.4630,86.0590,286.381,126.1190,-42.0020,-163.1740,49.9180,162.7640,10.6360,I
001487,20101231,2010,INDL,C,D,STD,USD,683443.0000,1558.0000,100061,9690.0000,-9261.0000,-10225.0000,7786.0000,16605.0000,371439.0000,A
001487,20111231,2011,INDL,C,D,STD,USD,555773.0000,1474.0000,75253,5828.0000,-36926.0000,36332.0000,17798.0000,481.0000,374877.0000,A
001487,20121231,2012,INDL,C,D,STD,USD,548633.0000,1151.0000,48500,11933.0000,-20564.0000,16612.0000,3438.0000,3613.0000,375367.0000,A
001487,20131231,2013,INDL,C,D,STD,USD,541329.0000,2241.0000,41693,11171.0000,-11758.0000,7099.0000,9085.0000,5841.0000,373440.0000,A
001487,20141231,2014,INDL,C,D,STD,USD,515581.0000,1758.0000,31217,10902.0000,-19788.0000,14284.0000,7529.0000,5095.0000,377739.0000,A
001487,20151231,2015,INDL,C,D,STD,USD,496943.0000,1629.0000,29350,5136.0000,-11429.0000,8462.0000,2196.0000,2877.0000,369837.0000,A
001487,20161231,2016,INDL,C,D,STD,USD,498264.0000,1868.0000,30912,2738.0000,-6833.0000,4744.0000,-849.0000,2276.0000,353174.0000,A
001491,20101231,2010,INDL,C,D,STD,USD,781.6100,34.0950,278.861,8.0810,-9.1460,-17.5400,28.3850,54.4110,0.4640,A
001523,20101231,2010,INDL,C,D,STD,USD,37.5170,4.0910,2.81,5.1480,-1.6430,-6.1110,2.3860,6.3460,,I
001526,20101231,2010,INDL,C,D,STD,USD,21413.0390,101.4490,60.14,202.6230,619.8070,-1080.8120,144.0260,400.9710,17604.3110,A
001526,20111231,2011,INDL,C,D,STD,USD,22524.2560,102.1140,58.894,265.7110,546.0920,-968.3660,192.2480,422.9390,19448.1380,A
001526,20121231,2012,INDL,C,D,STD,USD,23107.0740,303.0080,163.384,271.7450,-151.0690,-124.7780,191.0410,476.7410,20655.8440,A
001526,20131231,2013,INDL,C,D,STD,USD,23324.8830,117.9460,113.849,362.4700,-724.4620,-5.7080,268.3720,545.1080,20332.5120,A
001526,20141231,2014,INDL,C,D,STD,USD,23552.0360,209.4550,108.177,328.7460,-619.9440,154.6680,247.1930,556.7850,20738.5850,A
001526,20151231,2015,INDL,C,D,STD,USD,23746.9620,190.2370,128.436,268.6880,-61.0810,-337.5950,242.9880,379.4580,20285.9820,A
001526,20161231,2016,INDL,C,D,STD,USD,24533.2220,289.3380,136.08,199.1770,132.0790,-555.2480,181.0030,401.5770,20951.8670,A
001533,20100930,2010,INDL,C,D,STD,USD,275.7430,23.9850,105.172,6.6700,-5.0530,-13.3520,-3.2770,20.7750,,I
001533,20110930,2011,INDL,C,D,STD,USD,268.6500,30.7030,105.103,14.6100,-0.9000,-13.1510,-7.2360,20.7430,,I
001533,20120930,2012,INDL,C,D,STD,USD,246.4640,31.1820,65.02,28.7980,-39.1710,28.0100,25.3190,11.6470,,I
001533,20130930,2013,INDL,C,D,STD,USD,277.3070,60.8640,55.502,41.0890,-8.2970,-13.9160,23.2320,51.8950,,I
001545,20101231,2010,INDL,C,D,STD,USD,1557.2750,12.6490,1213.883,-49.4900,-180.6850,198.0740,-94.7470,-9.6270,,A
001545,20111231,2011,INDL,C,D,STD,USD,1235.4710,20.3120,896.965,-34.3680,-317.3020,301.4120,0.2900,23.5530,,A
001545,20121231,2012,INDL,C,D,STD,USD,1135.3450,17.1410,832.492,31.8190,-53.8840,73.8240,-5.5850,-23.1110,11.4600,A
001545,20131231,2013,INDL,C,D,STD,USD,943.3220,16.4370,634.317,7.0290,-206.5770,251.7770,41.2760,-42.1620,31.0930,A
001545,20141231,2014,INDL,C,D,STD,USD,965.4980,12.2990,655.484,16.8550,-4.6550,38.4850,30.8850,-37.9680,,A
001545,20151231,2015,INDL,C,D,STD,USD,1117.3680,15.2320,801.44,22.9820,167.7900,-130.3480,-1.9600,-34.5090,3.0000,A
001545,20161231,2016,INDL,C,D,STD,USD,1174.9090,17.5220,848.481,35.0870,45.9440,-61.1000,-2.7320,17.4460,,A
001554,20110331,2010,INDL,C,D,STD,USD,336.5740,60.1440,7.076,64.4440,-34.6550,26.6830,42.8170,33.2040,149.5660,I
001554,20120331,2011,INDL,C,D,STD,USD,324.8650,24.3690,5.754,31.9490,-18.2420,-68.5520,21.4220,51.0190,184.5320,I
001554,20130331,2012,INDL,C,D,STD,USD,281.4490,40.4180,4.403,26.2680,-71.1570,56.0490,17.4540,31.1570,125.0950,I
001554,20140331,2013,INDL,C,D,STD,USD,265.5110,62.1430,2.915,22.7560,-27.3720,16.5510,15.1170,32.5460,125.6220,I
001554,20150331,2014,INDL,C,D,STD,USD,193.1080,68.8350,0,1.1650,-42.8520,60.6800,0.9790,-11.1360,76.3170,I
001554,20160331,2015,INDL,C,D,STD,USD,171.2290,81.5710,0,-2.2300,-18.4980,22.8740,-3.2490,8.3600,66.5660,I
001559,20101231,2010,INDL,C,D,STD,USD,65.3400,1.4380,37.743,2.9690,-6.2640,-0.3150,0.0570,7.1840,,A
001559,20111231,2011,INDL,C,D,STD,USD,74.5350,2.5800,43.601,3.9560,-1.5380,-4.1430,0.5060,6.8230,,A
001559,20121231,2012,INDL,C,D,STD,USD,73.3230,1.5640,43.234,2.8850,-1.2220,-6.6650,0.0380,6.8710,0.0000,A
001559,20131231,2013,INDL,C,D,STD,USD,71.7420,1.9090,41.301,3.0340,-6.0190,-1.7240,-0.3120,8.0760,15.9240,A
001559,20141231,2014,INDL,C,D,STD,USD,67.5280,1.0590,35.664,1.6490,-3.1630,-4.4520,-0.9520,6.7730,10.4390,A
001559,20151231,2015,INDL,C,D,STD,USD,54.1140,2.2090,23.118,3.2190,-5.4720,-1.9260,-1.5220,8.5480,2.8380,A
001559,20161231,2016,INDL,C,D,STD,USD,60.5980,2.8710,27.036,4.9930,-6.1040,-1.6120,0.9300,8.3780,3.7000,A
001562,20110430,2010,INDL,C,D,STD,USD,104.8320,23.9280,0,9.4120,-6.7050,5.8370,7.3640,3.0660,45.8740,A
001562,20120430,2011,INDL,C,D,STD,USD,116.5530,39.1110,0,16.1680,-3.8320,2.7340,11.3430,16.2810,62.8870,A
001562,20130430,2012,INDL,C,D,STD,USD,113.0700,41.1640,0,13.7840,-14.1090,-2.9660,10.4110,19.1280,62.4790,A
001562,20140430,2013,INDL,C,D,STD,USD,131.2200,55.8030,0,14.5940,0.5480,-4.2200,10.3310,18.3110,75.0660,A
001562,20150430,2014,INDL,C,D,STD,USD,134.2660,44.6550,0,9.6240,-9.4880,-11.6840,8.1280,10.0240,73.6450,A
001562,20160430,2015,INDL,C,D,STD,USD,136.7240,49.0040,0,13.5270,-10.0410,-3.9010,10.2420,18.2910,74.8380,A
001562,20170430,2016,INDL,C,D,STD,USD,148.7740,66.0010,0,7.9050,-7.0210,4.2380,14.6210,19.7800,86.4340,A
001585,20101231,2010,INDL,C,D,STD,USD,281.7990,1.1580,62.139,19.1910,8.1280,-40.6810,10.9840,33.1900,,A
001585,20111231,2011,INDL,C,D,STD,USD,339.1410,35.0850,66.377,36.3690,2.3080,-6.5770,22.0680,39.2660,0.0000,A
001585,20121231,2012,INDL,C,D,STD,USD,399.8900,38.4760,52.443,59.1340,-16.4290,-21.1010,36.8670,40.4240,0.0000,A
001585,20131231,2013,INDL,C,D,STD,USD,447.4430,6.6800,51.745,55.4410,-7.1230,-18.9470,34.4490,-6.2140,0.0000,A
001585,20141231,2014,INDL,C,D,STD,USD,473.1710,4.8850,99.526,5.7560,41.1560,-7.6800,4.8410,-34.0950,,A
001585,20151231,2015,INDL,C,D,STD,USD,443.5390,5.5240,68.376,11.5240,-32.8640,-43.6910,6.5910,78.5680,,A
001585,20161231,2016,INDL,C,D,STD,USD,429.9560,7.8690,40.951,20.5400,-28.5450,-14.1370,12.7880,46.4060,,A
001593,20101130,2010,INDL,C,D,STD,USD,781.5690,236.7370,31.148,26.1730,-47.3990,49.5490,46.2540,52.1640,215.6710,I
001598,20101231,2010,INDL,C,D,STD,USD,3818.9150,163.2080,1168.512,482.1580,62.6290,-566.8230,283.9320,423.0130,8.3000,A
001598,20111231,2011,INDL,C,D,STD,USD,4319.4900,170.3920,1263.924,638.0410,31.8580,-526.4530,384.4640,508.5650,4.6000,A
001598,20121231,2012,INDL,C,D,STD,USD,5190.0560,157.9840,1140.872,745.8720,174.5390,-803.7310,459.1320,612.4640,8.3160,A
001598,20131231,2013,INDL,C,D,STD,USD,5877.9020,295.2030,1146.736,815.0790,-70.2840,-460.3330,516.9990,660.6590,8.2340,A
001598,20141231,2014,INDL,C,D,STD,USD,6420.9630,377.6150,1625.926,898.5860,24.1390,-641.6330,584.4600,725.9620,9.2190,A
001598,20151231,2015,INDL,C,D,STD,USD,6664.5300,381.0050,1628.02,944.3210,-216.9640,-425.5570,590.8590,672.5400,8.4820,A
001598,20161231,2016,INDL,C,D,STD,USD,7100.6740,717.2590,2341.565,841.3530,57.0540,-452.3670,512.1580,756.8350,7.3170,A
001598,20171231,2017,INDL,C,D,STD,USD,7796.0640,646.3000,1866.166,939.3800,,,681.4700,,,A
001602,20101231,2010,INDL,C,D,STD,USD,43486.0000,3287.0000,13362,5591.0000,-1232.0000,-4152.0000,4627.0000,5787.0000,17674.0000,A
001602,20111231,2011,INDL,C,D,STD,USD,48871.0000,6946.0000,21428,5345.0000,-674.0000,-786.0000,3683.0000,5119.0000,20552.0000,A
001602,20121231,2012,INDL,C,D,STD,USD,54298.0000,3257.0000,26529,6124.0000,419.0000,-9990.0000,4345.0000,5882.0000,23856.0000,A
001602,20131231,2013,INDL,C,D,STD,USD,66125.0000,3805.0000,32128,6290.0000,2726.0000,-8469.0000,5081.0000,6291.0000,22609.0000,A
001602,20141231,2014,INDL,C,D,STD,USD,69009.0000,3731.0000,30715,6864.0000,-2877.0000,-5752.0000,5158.0000,8555.0000,27170.0000,A
001602,20151231,2015,INDL,C,D,STD,USD,71576.0000,4144.0000,31556,8603.0000,-3117.0000,-5547.0000,6939.0000,9077.0000,31325.0000,A
001602,20161231,2016,INDL,C,D,STD,USD,77626.0000,3241.0000,33991,9895.0000,-2599.0000,-8658.0000,7722.0000,10354.0000,38025.0000,A
001602,20171231,2017,INDL,C,D,STD,USD,79954.0000,,34190,10417.0000,-6594.0000,-4024.0000,1979.0000,11177.0000,,A
001611,20101231,2010,INDL,C,D,STD,USD,1397.6750,33.3410,601.636,-13.2310,338.9470,-400.6250,-44.7420,25.9310,6.4420,I
001611,20111231,2011,INDL,C,D,STD,USD,846.6090,54.3330,463.333,-114.5510,-104.3420,193.1040,-95.3210,-68.8950,2.2360,I
001613,20101231,2010,INDL,C,D,STD,USD,526.9630,70.0210,13.311,44.6250,-5.9070,-33.1630,15.4560,42.9510,4.0510,A
001613,20111231,2011,INDL,C,D,STD,USD,531.6320,69.8880,13.311,36.7460,-7.2150,-15.3720,21.3090,22.2870,3.6220,A
001613,20121231,2012,INDL,C,D,STD,USD,533.1790,78.8890,13.311,15.8080,-7.3030,-9.3690,8.3550,25.4440,3.6220,A
001613,20131231,2013,INDL,C,D,STD,USD,502.6730,97.9100,13.311,12.6840,-7.2360,-11.9260,12.4370,37.7740,4.5350,A
001613,20141231,2014,INDL,C,D,STD,USD,536.4090,97.0980,13.311,5.0630,-6.8480,-13.2190,-1.1870,19.9750,4.8430,A
001613,20151231,2015,INDL,C,D,STD,USD,506.1560,95.1220,13.311,-4.2220,-7.5120,-14.2990,1.3730,20.5050,4.0800,A
001613,20161231,2016,INDL,C,D,STD,USD,565.8890,38.5790,50.989,-15.7680,-8.8760,-40.8780,-79.8200,-5.6340,4.9320,A
001618,20110430,2010,INDL,C,D,STD,USD,190.0400,25.7560,23.985,-4.1490,-4.6690,-1.0070,-7.5610,5.9010,,A
001618,20120430,2011,INDL,C,D,STD,USD,203.0390,27.8470,21.325,-0.7090,-2.6600,-1.0610,-1.1430,5.8120,,A
001618,20130430,2012,INDL,C,D,STD,USD,195.8560,13.7140,20.978,-1.3960,-0.3470,-2.1720,-2.8380,-11.6140,,A
001618,20140430,2013,INDL,C,D,STD,USD,184.9480,12.9290,20.604,-2.0460,6.7700,-0.9830,-2.9390,-6.5720,,A
001618,20150430,2014,INDL,C,D,STD,USD,138.7290,12.0500,18.09,-3.3300,-4.3560,-1.1270,11.3200,9.9620,,A
001618,20160430,2015,INDL,C,D,STD,USD,120.6280,14.5620,12.939,-6.1740,-3.7570,2.8020,-10.2240,3.4670,,A
001618,20170430,2016,INDL,C,D,STD,USD,106.6760,11.8110,0,1.3150,-12.9390,-0.2490,-0.0150,10.4370,,A
001632,20101031,2010,INDL,C,D,STD,USD,4328.8310,1070.0000,400.635,916.5570,-72.6380,-485.8250,712.0840,991.1750,2652.8250,A
001632,20111031,2011,INDL,C,D,STD,USD,5277.6350,1405.1000,886.376,1074.6470,138.6120,-703.7380,867.3940,900.5290,3613.0550,A
001632,20121031,2012,INDL,C,D,STD,USD,5620.3470,528.8330,821.598,833.2250,-349.6270,-1339.6900,651.2360,814.5420,3890.9960,A
001632,20131031,2013,INDL,C,D,STD,USD,6381.7500,392.0890,872.241,789.4560,-100.5570,-949.9260,673.4870,912.3450,4656.9730,A
001632,20141031,2014,INDL,C,D,STD,USD,6859.6900,569.2330,872.789,911.0300,-576.6100,-114.7510,629.3200,871.6020,2768.3190,A
001632,20151031,2015,INDL,C,D,STD,USD,7062.1780,884.3530,873.336,1161.3290,-571.6030,-17.1250,696.8780,907.7980,2976.6340,A
001632,20161031,2016,INDL,C,D,STD,USD,7970.2780,921.1320,1732.177,1133.6070,-22.9170,-1218.2700,861.6640,1280.8950,3830.1820,A
001632,20171031,2017,INDL,C,D,STD,USD,21141.2940,1047.8380,7851.084,1983.8310,5628.5780,-6618.0140,727.2590,1112.5920,788.1540,A
