GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,at,ch,dt,ebit,fincf,ivncf,ni,oancf,tfva,costat
025912,20121031,2012,INDL,C,D,STD,USD,,,,,,,,,,A
025912,20131031,2013,INDL,C,D,STD,USD,,,,,,,,,,A
025912,20141031,2014,INDL,C,D,STD,USD,,,,,,,,,,A
025912,20151031,2015,INDL,C,D,STD,USD,,,,,,,,,,A
025912,20161031,2016,INDL,C,D,STD,USD,,,,,,,,,,A
025912,20171031,2017,INDL,C,D,STD,USD,,,,,,,,,,A
025915,20101231,2010,INDL,C,D,STD,USD,148.0440,107.9820,,11.5720,-0.2550,24.0870,7.7000,11.6410,8.7900,A
025915,20111231,2011,INDL,C,D,STD,USD,157.6600,70.1610,,6.1480,-10.3510,-34.4710,2.8350,7.0640,0.0000,A
025915,20121231,2012,INDL,C,D,STD,USD,95.5630,28.6440,,-10.1960,-14.9980,-24.5130,-48.3380,-1.9250,21.4960,A
025915,20131231,2013,INDL,C,D,STD,USD,89.1460,37.7250,0,-9.2850,-0.1290,6.9260,-9.6940,2.3670,13.2470,A
025915,20141231,2014,INDL,C,D,STD,USD,80.1770,11.6840,0,-28.4810,0.0350,-3.1800,-8.5200,-22.6440,23.4860,A
025915,20151231,2015,INDL,C,D,STD,USD,54.4120,7.0720,1.021,-28.7980,-0.2280,18.9230,-28.6990,-23.2270,,A
025915,20161231,2016,INDL,C,D,STD,USD,42.2290,10.3640,7.295,-11.3610,6.9560,6.1740,-11.1750,-9.4840,0.0000,A
025918,20100930,2010,INDL,C,D,STD,USD,322.1400,21.5340,1.049,-10.5640,-16.8440,-4.0630,-6.3390,21.9820,0.0000,I
025918,20110930,2011,INDL,C,D,STD,USD,322.2960,16.9800,0.122,-4.7290,7.1330,-8.0100,-3.5740,-3.2170,0.0000,I
025918,20120930,2012,INDL,C,D,STD,USD,358.6880,29.9350,27.139,25.6410,17.4040,-21.6000,22.8520,17.3950,0.0000,I
025918,20130930,2013,INDL,C,D,STD,USD,352.8650,32.2910,23.71,8.0970,-3.1820,-13.9510,5.2360,19.5890,0.0000,I
025921,20101231,2010,INDL,C,D,STD,USD,1603.6530,152.9680,573.711,94.7270,-77.1720,-77.6440,19.1170,117.1690,,I
025921,20111231,2011,INDL,C,D,STD,USD,1597.3800,90.9990,575.694,111.0890,-74.0180,-90.0740,36.8680,102.2890,,I
025922,20101231,2010,INDL,C,D,STD,USD,336.7720,61.8050,22.75,24.2740,-4.5360,-6.3520,18.5070,28.4270,28.2870,A
025922,20111231,2011,INDL,C,D,STD,USD,358.3980,46.9500,12.25,37.0850,-27.0440,-21.8850,33.5750,34.3150,14.0050,A
025922,20121231,2012,INDL,C,D,STD,USD,358.9480,54.5530,6.875,36.7510,-19.3200,-3.3650,31.6230,29.1080,29.5910,A
025922,20131231,2013,INDL,C,D,STD,USD,442.1680,50.0320,38.635,35.2080,22.5700,-68.1560,23.4190,40.0760,27.9520,A
025922,20141231,2014,INDL,C,D,STD,USD,413.7470,45.3780,25.861,42.9710,-32.3250,-18.4970,28.6590,48.8720,16.3730,A
025922,20151231,2015,INDL,C,D,STD,USD,415.4980,65.5300,31.25,50.7050,-11.1270,-5.4490,34.3890,37.8730,20.6550,A
025922,20161231,2016,INDL,C,D,STD,USD,470.6910,71.4870,66.411,48.8790,22.6660,-61.9930,32.0770,50.9980,18.7710,A
025923,20101231,2010,INDL,C,D,STD,USD,88.3960,25.5320,2.36,-26.2790,-11.7390,4.8460,-43.7900,-9.4020,,A
025923,20111231,2011,INDL,C,D,STD,USD,80.6080,15.7000,0.852,-6.3630,1.8820,-4.4070,-5.0250,-7.3070,,A
025923,20121231,2012,INDL,C,D,STD,USD,110.7160,10.9300,0.717,-5.6050,1.4900,-31.6190,30.3840,25.3590,,A
025923,20131231,2013,INDL,C,D,STD,USD,95.2240,7.2180,0.581,-9.4220,2.0380,9.8850,-12.6370,-15.6350,,A
025923,20141231,2014,INDL,C,D,STD,USD,59.7070,5.5840,0,-2.5150,-11.0070,15.8450,-29.8920,-6.4720,,A
025923,20151231,2015,INDL,C,D,STD,USD,63.1460,6.4970,0,1.0240,-5.4740,0.5160,5.3400,5.8710,,A
025923,20161231,2016,INDL,C,D,STD,USD,36.5210,4.2120,0,-5.5680,-27.8040,28.1250,-5.2580,-2.6060,,A
025924,20111231,2011,INDL,C,D,STD,USD,31.1940,28.6440,6.467,-21.8050,11.0750,27.1580,5.6130,-16.0100,0.0000,A
025924,20121231,2012,INDL,C,D,STD,USD,11.9720,9.1180,9.701,-27.9890,5.0700,-0.6720,-29.1570,-23.9230,,A
025924,20131231,2013,INDL,C,D,STD,USD,40.3170,32.9390,27.677,-38.4380,60.7250,-1.2920,-42.6990,-35.6130,0.0000,A
025924,20141231,2014,INDL,C,D,STD,USD,11.9200,5.4790,33.927,-27.6340,3.1920,-1.5250,-35.7270,-29.1270,0.0000,A
025924,20151231,2015,INDL,C,D,STD,USD,14.9650,7.1660,61.081,-17.1570,20.7910,-0.0280,-27.6090,-19.0760,0.0000,A
025924,20161231,2016,INDL,C,D,STD,USD,12.4620,1.5390,61.599,-2.2240,-9.1450,-0.0390,-14.3080,3.5570,0.0000,A
025929,20101231,2010,INDL,C,D,STD,USD,156.0630,30.0940,11.166,-6.2790,67.0720,-3.4100,-11.8190,-47.0060,0.0000,A
025929,20111231,2011,INDL,C,D,STD,USD,135.9570,21.5860,27.257,-69.3600,35.5390,-5.7280,-83.4490,-38.3190,0.0000,A
025935,20101231,2010,INDL,C,D,STD,USD,206.7210,68.4940,0,68.8720,2.2110,-39.0850,51.2830,58.0000,,A
025935,20111231,2011,INDL,C,D,STD,USD,258.3280,78.5750,3.227,51.8690,-0.7890,-51.9730,30.9530,59.0470,,A
025935,20121231,2012,INDL,C,D,STD,USD,278.1930,65.2410,3.146,21.5270,-0.2980,-37.8770,14.9960,24.7650,,A
025935,20131231,2013,INDL,C,D,STD,USD,309.2450,107.8280,3.146,25.7990,-0.3020,0.0380,20.9670,40.1510,,A
025935,20141231,2014,INDL,C,D,STD,USD,322.9820,146.5860,3.032,24.5020,-0.3670,-7.1810,17.8720,46.5740,,A
025935,20151231,2015,INDL,C,D,STD,USD,356.7430,133.6060,2.753,46.2570,-0.3440,-75.7730,34.0680,70.4010,,A
025935,20161231,2016,INDL,C,D,STD,USD,365.6910,163.8850,2.473,48.8830,-0.2870,-14.9620,36.2260,55.2170,,A
025937,20101231,2010,INDL,C,D,STD,USD,75.5590,3.3460,0,-11.3580,-0.1590,14.5400,-10.3730,-27.0670,19.3510,A
025937,20111231,2011,INDL,C,D,STD,USD,122.3500,7.0410,20.286,-0.1400,29.9990,-25.1320,10.1760,-1.1720,10.0000,A
025937,20121231,2012,INDL,C,D,STD,USD,104.2600,12.3810,28.278,0.8890,3.9160,1.2630,-0.5270,0.1610,13.9600,A
025937,20131231,2013,INDL,C,D,STD,USD,104.7130,11.6390,9.109,15.9830,-16.4580,-4.9740,11.4200,20.6900,16.0860,A
025937,20141231,2014,INDL,C,D,STD,USD,258.0290,160.2030,196.242,20.7100,130.0250,-2.0270,12.0240,20.5660,7.4550,A
025937,20151231,2015,INDL,C,D,STD,USD,503.0610,97.4280,201.985,28.3490,8.3600,-112.8620,229.8240,41.7270,100.5720,A
025937,20161231,2016,INDL,C,D,STD,USD,601.5850,18.7520,212.91,44.9170,1.5150,-143.1920,-1.6360,63.0010,126.1870,A
025941,20100731,2010,INDL,C,D,STD,USD,,,,,,,,,,A
025941,20110731,2011,INDL,C,D,STD,USD,,,,,,,,,,A
025941,20120731,2012,INDL,C,D,STD,USD,,,,,,,,,,A
025941,20130731,2013,INDL,C,D,STD,USD,,,,,,,,,,A
025941,20140731,2014,INDL,C,D,STD,USD,,,,,,,,,,A
025941,20150731,2015,INDL,C,D,STD,USD,,,,,,,,,,A
025941,20160731,2016,INDL,C,D,STD,USD,,,,,,,,,,A
025941,20170731,2017,INDL,C,D,STD,USD,,,,,,,,,,A
025943,20100831,2010,INDL,C,D,STD,USD,,,,,,,,,,I
025943,20110831,2011,INDL,C,D,STD,USD,,,,,,,,,,I
025946,20110331,2010,INDL,C,D,STD,USD,127.1200,0.0510,0,-0.6460,-4.4240,-1.2050,-3.0150,2.7740,,I
025946,20110331,2010,INDL,C,D,STD,USD,127.1200,0.0510,0,-0.6460,-4.4240,-1.2050,-3.0150,2.7740,,I
025946,20120331,2011,INDL,C,D,STD,USD,127.4530,2.8110,0,-3.2800,0.4010,-2.9380,-5.0720,5.2970,,I
025946,20120331,2011,INDL,C,D,STD,USD,127.4530,2.8110,0,-3.2800,0.4010,-2.9380,-5.0720,5.2970,,I
025946,20130331,2012,INDL,C,D,STD,USD,133.3670,3.7750,0,-1.2090,5.0690,-3.5900,-3.3350,-0.5150,,I
025946,20130331,2012,INDL,C,D,STD,USD,133.3670,3.7750,0,-1.2090,5.0690,-3.5900,-3.3350,-0.5150,,I
025946,20140331,2013,INDL,C,D,STD,USD,123.5160,3.6200,0,-7.9670,6.1400,-4.6420,-10.1390,-1.6530,,I
025946,20140331,2013,INDL,C,D,STD,USD,123.5160,3.6200,0,-7.9670,6.1400,-4.6420,-10.1390,-1.6530,,I
025950,20101231,2010,INDL,C,D,STD,USD,2546.8730,19.2910,2656.56,252.9670,-216.6510,-44.8420,62.2330,264.6080,17.0520,A
025950,20111231,2011,INDL,C,D,STD,USD,3336.7920,24.0330,3145.602,263.0340,102.9160,-368.3400,191.3350,270.1660,12.8660,A
025950,20121231,2012,INDL,C,D,STD,USD,3268.4950,32.0570,2952.03,305.1200,-442.6690,126.3440,104.5620,324.3490,13.7430,A
025950,20131231,2013,INDL,C,D,STD,USD,3506.2220,40.9930,3058.053,321.4520,8.9970,-371.4330,130.8410,371.3720,13.7680,A
025950,20141231,2014,INDL,C,D,STD,USD,3214.9010,276.4230,2025.505,311.1510,-1420.7950,1292.5390,886.9950,363.6860,13.0590,A
025950,20151231,2015,INDL,C,D,STD,USD,3563.3800,206.6350,2643.958,250.1640,127.6480,-505.1210,132.1580,307.6850,14.3460,A
025950,20161231,2016,INDL,C,D,STD,USD,4010.9120,40.6030,3255.512,256.7210,251.4580,-722.5130,130.4960,305.0230,59.8580,A
025964,20101231,2010,INDL,C,D,STD,USD,954.8390,165.1120,224.925,54.7870,-19.3020,-64.2150,20.1600,38.5740,0.0000,A
025964,20111231,2011,INDL,C,D,STD,USD,1174.4750,256.8610,229.724,96.0100,67.7110,-59.6720,44.0760,81.6580,0.4890,A
025964,20121231,2012,INDL,C,D,STD,USD,1327.8410,141.4980,255.771,126.8590,17.4410,-224.3470,71.2950,87.6410,0.0310,A
025964,20131231,2013,INDL,C,D,STD,USD,1461.6300,137.3450,261.875,141.6600,8.1070,-74.9810,83.1760,59.6630,0.0130,A
025964,20141231,2014,INDL,C,D,STD,USD,1462.0630,103.6560,209.002,133.4990,-70.7930,-72.4850,81.8640,118.7170,0.0000,A
025964,20151231,2015,INDL,C,D,STD,USD,1201.9760,123.7080,221.794,81.6910,-0.6080,-73.5240,-202.9600,101.9890,0.5610,A
025964,20161231,2016,INDL,C,D,STD,USD,1233.0820,281.9590,240.198,68.6790,7.7310,-18.0810,28.2370,170.8140,0.0390,A
025972,20100930,2010,INDL,C,D,STD,USD,190.3810,39.0310,1.003,14.2110,-3.4350,-8.3750,9.8680,16.0010,,I
025978,20141231,2014,INDL,C,D,STD,USD,114.5720,22.4220,0,-7.7500,1.7800,-2.1280,-12.1550,-4.1360,,I
025978,20151231,2015,INDL,C,D,STD,USD,69.0840,26.1690,0,-3.8340,-6.4520,2.2860,-7.1790,8.6030,,I
025978,20161231,2016,INDL,C,D,STD,USD,56.2600,25.1160,0,-9.0470,-2.6980,8.7610,-11.6370,-7.2100,,I
025979,20101231,2010,INDL,C,D,STD,USD,125.3150,0.1010,10.249,7.1770,-2.6470,-5.0480,2.6080,7.7300,,A
025979,20111231,2011,INDL,C,D,STD,USD,164.1030,12.0550,18.943,12.3160,4.1800,-12.9850,14.0640,20.7590,,A
025979,20121231,2012,INDL,C,D,STD,USD,139.6910,4.3680,14.196,-4.4090,-3.5670,-0.7110,-3.3590,-3.4090,,A
025979,20131231,2013,INDL,C,D,STD,USD,91.6000,0.3330,14.248,-6.1360,0.1680,-1.4870,-35.9750,-2.7160,,A
025979,20141231,2014,INDL,C,D,STD,USD,88.6360,3.6800,11.372,-1.3800,-1.8040,6.5830,-1.2250,-1.4320,,A
025979,20151231,2015,INDL,C,D,STD,USD,83.0650,1.4350,9.988,1.0530,-0.4900,-0.4920,-1.0500,-1.1580,,A
025979,20161231,2016,INDL,C,D,STD,USD,65.3350,0.1630,8.833,-5.0990,-0.9560,-0.4150,-13.4050,0.1040,,A
025980,20101031,2010,INDL,C,D,STD,USD,303.9600,9.9880,66.262,38.0420,-28.6590,-20.4330,23.0830,51.3250,0.0000,I
025980,20111031,2011,INDL,C,D,STD,USD,312.8870,22.1890,39.265,46.3180,-24.7360,-26.8870,31.5900,63.9690,0.0000,I
025980,20121031,2012,INDL,C,D,STD,USD,331.0510,24.1600,1.303,58.6710,-19.2820,-30.9540,38.6060,51.1110,,I
025999,20151231,2015,INDL,C,D,STD,USD,69.5210,29.0960,0,-13.8020,9.3130,37.3570,-14.7620,-19.1180,66.2480,A
025999,20161231,2016,INDL,C,D,STD,USD,38.0900,10.2640,0,-19.4180,0.9480,-1.3080,-16.9450,-18.4720,36.5490,A
026011,20110331,2010,INDL,C,D,STD,USD,2038.3770,180.2440,0,150.3140,-81.6450,-52.7690,107.4410,160.0360,106.6400,I
026011,20120331,2011,INDL,C,D,STD,USD,2167.5380,99.1800,45,126.9410,38.4210,-296.9390,88.3710,179.6410,25.3910,I
026011,20130331,2012,INDL,C,D,STD,USD,1973.2820,89.8730,18,90.6270,-83.2320,-55.2590,-17.2510,132.4120,11.5560,I
026011,20140331,2013,INDL,C,D,STD,USD,1997.1090,300.0590,0,59.8450,-27.4340,76.4400,71.5830,161.5260,232.2520,I
026012,20110331,2010,INDL,C,D,STD,USD,1171.9830,31.2120,181.859,91.0580,-26.4620,-19.6700,52.8620,54.8650,1.9190,A
026012,20120331,2011,INDL,C,D,STD,USD,888.0230,22.4440,179.984,78.1240,-23.7440,-48.4180,-247.7340,65.8210,0.3230,A
026012,20130331,2012,INDL,C,D,STD,USD,878.0010,30.7200,187.752,64.7140,-29.4630,-8.3050,28.8060,46.7010,0.4090,A
026012,20140331,2013,INDL,C,D,STD,USD,712.0290,30.8100,160.632,49.4770,-52.0210,-8.1010,-115.8730,56.3460,0.4780,A
026012,20150331,2014,INDL,C,D,STD,USD,686.2590,23.5340,138.132,35.4280,-41.1970,-9.0870,15.3420,46.4980,36.0730,A
026012,20160331,2015,INDL,C,D,STD,USD,475.7940,23.4970,120.802,23.4020,-27.6640,-11.0880,-171.1020,37.2020,33.2680,A
026012,20170331,2016,INDL,C,D,STD,USD,427.1170,14.2470,89.746,12.4430,-45.5650,-3.4300,-7.0510,39.9300,34.0150,A
026013,20101231,2010,INDL,C,D,STD,USD,2744.3210,5.0770,323.673,192.3930,-141.0960,-361.5730,196.8370,497.0970,62.3320,A
026013,20111231,2011,INDL,C,D,STD,USD,3798.9800,119.1940,985.069,126.6220,618.4950,-1264.9100,215.4160,760.5320,86.8750,A
026013,20121231,2012,INDL,C,D,STD,USD,4199.5290,5.9260,1440,-48.6290,422.0960,-1457.3330,-54.2490,921.9690,54.3390,A
026013,20131231,2013,INDL,C,D,STD,USD,4705.1650,282.2480,1600,337.2010,130.7110,-1192.9030,170.9350,1338.5140,52.5100,A
026013,20141231,2014,INDL,C,D,STD,USD,6516.7000,0.1200,2366,571.2040,740.0460,-2478.7490,666.0510,1456.5750,592.2080,A
026013,20151231,2015,INDL,C,D,STD,USD,5621.6430,0.0180,2517.97,-1119.9450,166.1850,-1144.6390,-447.7100,978.3520,488.4110,A
026013,20161231,2016,INDL,C,D,STD,USD,6393.5110,9.3720,2897.575,-908.9560,1327.1890,-1870.6390,-757.7440,552.8040,122.0960,A
026015,20101231,2010,INDL,C,D,STD,USD,370.9410,93.2240,0,-128.7890,0.1890,24.0950,-128.8890,-79.0550,30.9980,I
026015,20111231,2011,INDL,C,D,STD,USD,201.8880,54.2080,0,-134.4480,,,-150.3500,,,I
026016,20101231,2010,INDL,C,D,STD,USD,766.2300,,23.162,62.0170,-11.4700,-24.6330,36.9840,-9.2360,224.7140,A
026016,20111231,2011,INDL,C,D,STD,USD,894.0260,229.6850,21.691,33.0420,-11.7580,-2.3310,20.1090,110.1290,407.6370,A
026016,20121231,2012,INDL,C,D,STD,USD,925.7350,347.3920,20.221,52.9510,-21.5920,-2.6980,30.3120,141.9970,469.7470,A
026016,20131231,2013,INDL,C,D,STD,USD,920.0900,117.2750,37.24,101.7560,-34.3930,-352.6830,58.9770,156.9590,474.3150,A
026016,20141231,2014,INDL,C,D,STD,USD,911.7740,115.3970,30.61,129.1040,-48.0360,-77.1880,72.9880,123.3460,411.0810,A
026016,20151231,2015,INDL,C,D,STD,USD,993.5480,197.0140,24.05,176.0230,-54.6020,-83.0520,106.4840,219.2710,483.3180,A
026016,20161231,2016,INDL,C,D,STD,USD,1060.0070,105.7300,15.028,163.2830,-38.3690,-174.3110,99.4100,121.3960,640.1660,A
026021,20101231,2010,INDL,C,D,STD,USD,3760.3890,370.0280,718.568,366.4330,-506.5110,19.2280,244.7240,399.4170,493.4580,A
026021,20111231,2011,INDL,C,D,STD,USD,3928.1340,467.6010,1041.977,89.3840,220.9830,-331.9560,41.0560,206.5870,330.9940,A
026021,20121231,2012,INDL,C,D,STD,USD,3700.7940,259.7090,959.923,60.8570,-260.4470,-146.2940,61.2150,203.0860,224.8330,A
026021,20131231,2013,INDL,C,D,STD,USD,3116.2330,527.4350,879.441,62.5350,208.5570,-139.2700,36.9700,209.3240,292.2880,A
026021,20141231,2014,INDL,C,D,STD,USD,3245.0330,434.1830,882.882,118.6650,-57.1750,-224.3580,100.1320,191.3820,344.5080,A
026021,20151231,2015,INDL,C,D,STD,USD,3185.4190,530.0090,1070.39,23.5330,85.1660,-158.3840,-68.7820,171.1570,394.0770,A
026021,20161231,2016,INDL,C,D,STD,USD,2862.3210,399.6440,1032.373,-30.3420,-67.0370,-111.9920,-215.8970,51.1550,271.4750,A
026037,20101231,2010,INDL,C,D,STD,USD,352.9050,94.8360,0,67.2900,21.7090,-53.6610,40.0920,61.9250,,A
026037,20111231,2011,INDL,C,D,STD,USD,861.9510,97.0030,350,86.5710,321.1590,-375.7210,47.7850,56.7290,,A
026037,20121231,2012,INDL,C,D,STD,USD,926.0520,135.2270,334.682,99.5120,-6.7410,-38.0740,50.5160,83.0390,,A
026037,20131231,2013,INDL,C,D,STD,USD,878.6020,93.3660,235.651,77.1780,-116.7590,-26.2830,39.9970,101.1810,,A
026037,20141231,2014,INDL,C,D,STD,USD,880.9880,133.1160,197.85,34.2040,-32.8100,-26.2010,13.9470,98.7610,,A
026037,20151231,2015,INDL,C,D,STD,USD,858.0570,145.6100,197.847,47.5720,-46.4050,-11.8170,24.5270,70.7160,,A
026037,20161231,2016,INDL,C,D,STD,USD,882.7550,175.9990,197.8,59.2320,-19.0490,-39.2010,37.6360,88.6390,,A
026038,20101231,2010,INDL,C,D,STD,USD,159.5780,77.1020,0,-4.4920,0.2670,-0.7620,-8.7750,-4.4600,25.8630,I
026038,20111231,2011,INDL,C,D,STD,USD,178.0610,63.0770,0,-14.5630,3.0230,0.4080,7.4280,4.5150,109.0860,I
026038,20121231,2012,INDL,C,D,STD,USD,168.8290,55.1160,0,-2.1920,-1.1020,0.5790,-6.1710,-7.5020,99.7070,I
026045,20101231,2010,INDL,C,D,STD,USD,114.8350,4.6410,0.427,7.9120,-10.6290,-1.9510,-6.1790,10.9090,,A
026045,20111231,2011,INDL,C,D,STD,USD,100.8150,5.3200,0,6.3870,-8.6040,-1.9990,-2.0800,10.9620,,A
026045,20121231,2012,INDL,C,D,STD,USD,97.7180,9.6560,0,-0.1140,0.1150,-0.8120,-1.5980,4.7680,,A
026045,20131231,2013,INDL,C,D,STD,USD,90.1940,16.0660,0,-0.6240,0.0120,-0.2690,-0.9260,6.8970,,A
026045,20141231,2014,INDL,C,D,STD,USD,87.6420,17.7110,0,-1.4430,-0.7510,-1.3850,-2.1160,3.6650,,A
026045,20151231,2015,INDL,C,D,STD,USD,81.5220,14.3930,0,3.4800,-8.8680,-2.9100,2.8690,8.5510,,A
026045,20161231,2016,INDL,C,D,STD,USD,84.7440,10.6290,0,4.0620,-0.1750,-11.0110,3.5090,7.6530,,A
026051,20110430,2010,INDL,C,D,STD,USD,,,,,,,,,,I
026051,20120430,2011,INDL,C,D,STD,USD,,,,,,,,,,I
026051,20130430,2012,INDL,C,D,STD,USD,,,,,,,,,,I
026051,20140430,2013,INDL,C,D,STD,USD,,,,,,,,,,I
026053,20100731,2010,INDL,C,D,STD,USD,,,,,,,,,,I
026053,20110731,2011,INDL,C,D,STD,USD,,,,,,,,,,I
026053,20120731,2012,INDL,C,D,STD,USD,,,,,,,,,,I
026054,20100930,2010,INDL,C,D,STD,USD,,,,,,,,,,I
026054,20110930,2011,INDL,C,D,STD,USD,,,,,,,,,,I
026054,20120930,2012,INDL,C,D,STD,USD,,,,,,,,,,I
026061,20101231,2010,INDL,C,D,STD,USD,3439.5540,742.0990,95.844,77.8270,-717.2100,-121.0400,99.3590,336.1060,1187.4380,A
026061,20111231,2011,INDL,C,D,STD,USD,3409.8650,704.1530,95.844,201.7620,-372.2330,-25.1860,174.2330,363.9690,810.2620,A
026061,20121231,2012,INDL,C,D,STD,USD,3805.8280,749.9770,595.844,330.5680,44.3010,-352.0880,159.2660,351.0550,617.2320,A
026061,20131231,2013,INDL,C,D,STD,USD,4234.6840,1100.4440,1080,419.3910,17.9220,-80.0170,285.7840,409.0840,769.2670,A
026061,20141231,2014,INDL,C,D,STD,USD,4274.8780,990.4050,1080,365.3600,-80.9800,-439.7940,414.8730,423.9030,780.5630,A
026061,20151231,2015,INDL,C,D,STD,USD,5209.9500,1481.4470,1788.213,266.1830,734.8080,-582.7210,119.4720,349.2530,1080.0960,A
026061,20161231,2016,INDL,C,D,STD,USD,4645.8730,1329.1870,1602.484,290.1830,-451.0650,12.8620,-41.2800,292.3770,984.6350,A
026067,20100630,2010,INDL,C,D,STD,USD,859.5850,18.2840,,-3.8170,-35.0520,116.6580,1.4410,27.2240,76.7370,I
026067,20110630,2011,INDL,C,D,STD,USD,787.0550,19.1380,,1.2970,-58.7990,77.2580,-9.6910,0.7890,32.5430,I
026067,20120630,2012,INDL,C,D,STD,USD,791.4500,5.8410,,9.5820,-3.4430,-27.5580,-1.3310,1.8200,65.4940,I
026067,20130630,2013,INDL,C,D,STD,USD,777.9320,22.7600,,18.0840,-16.7750,-7.3390,9.0580,4.5890,78.1040,I
026069,20101231,2010,INDL,C,D,STD,USD,319.6930,2.4680,51.917,50.4690,20.2240,-105.3150,47.3630,85.8350,0.0000,A
026069,20111231,2011,INDL,C,D,STD,USD,691.1580,93.8970,2.283,110.6630,256.5390,-323.2480,108.4220,158.1380,1.6010,A
026069,20121231,2012,INDL,C,D,STD,USD,1578.3680,167.0880,299.038,89.6380,714.6120,-840.5790,68.3710,199.1580,151.9810,A
026069,20131231,2013,INDL,C,D,STD,USD,2693.1360,458.9560,299.187,55.4430,765.0630,-664.2600,153.1920,191.0650,179.5530,A
026069,20141231,2014,INDL,C,D,STD,USD,3632.3930,142.3400,716.484,225.6160,410.1680,-1136.6570,247.4030,409.8730,102.8390,A
026069,20151231,2015,INDL,C,D,STD,USD,3334.7340,112.9740,946.263,-1334.7140,1222.7080,-1574.2530,-1224.8840,322.1790,193.8820,A
026069,20161231,2016,INDL,C,D,STD,USD,4223.1450,1275.8750,1593.875,-868.1500,1730.6400,-905.5820,-979.7090,337.8430,9.1840,A
026071,20101231,2010,INDL,C,D,STD,USD,2244.2380,28.8160,,49.6440,-52.5590,7.8840,21.8470,55.5230,483.2840,A
026071,20111231,2011,INDL,C,D,STD,USD,2164.7890,34.5780,,49.6180,-104.7130,-12.1820,20.0280,52.0000,485.7750,A
026071,20121231,2012,INDL,C,D,STD,USD,2728.8670,50.4050,,64.1710,-211.5600,249.5000,28.5770,59.6130,538.1270,A
026071,20131231,2013,INDL,C,D,STD,USD,2602.5140,43.5980,,59.8770,-131.6310,-1.1670,23.3120,44.5180,524.1040,A
026071,20141231,2014,INDL,C,D,STD,USD,2607.9360,39.4500,,61.7900,-141.5510,280.9550,25.4900,41.6890,332.9080,A
026071,20151231,2015,INDL,C,D,STD,USD,2462.2760,37.3830,,56.1980,-173.6070,-70.7850,24.5400,58.5190,374.5230,A
026071,20161231,2016,INDL,C,D,STD,USD,2386.3980,36.6450,,52.7600,-128.7780,110.2100,25.1260,43.0880,173.5040,A
026071,20171231,2017,INDL,C,D,STD,USD,2388.4600,157.9510,,65.1780,,,21.4850,,,A
026081,20151231,2015,INDL,C,D,STD,USD,87.2590,15.4430,0,-23.8650,102.8700,-70.6260,-22.6250,-17.9250,83.2870,A
026081,20161231,2016,INDL,C,D,STD,USD,69.8210,9.7250,7.324,-28.3670,7.4530,12.1780,-27.5600,-25.3490,65.8270,A
026094,20151231,2015,INDL,C,D,STD,USD,90.9170,89.7130,0,-25.0270,101.7800,-0.2510,-24.9830,-21.1350,89.7130,I
026094,20161231,2016,INDL,C,D,STD,USD,64.1660,16.4320,0,-22.0480,0.0160,-48.4910,-26.2680,-24.8050,62.9310,I
026104,20110331,2010,INDL,C,D,STD,USD,,,,,,,,,,A
026104,20120331,2011,INDL,C,D,STD,USD,,,,,,,,,,A
026104,20130331,2012,INDL,C,D,STD,USD,,,,,,,,,,A
026104,20140331,2013,INDL,C,D,STD,USD,,,,,,,,,,A
026104,20150331,2014,INDL,C,D,STD,USD,,,,,,,,,,A
026104,20160331,2015,INDL,C,D,STD,USD,,,,,,,,,,A
026104,20170331,2016,INDL,C,D,STD,USD,,,,,,,,,,A
026112,20151231,2015,INDL,C,D,STD,USD,197.2150,59.8220,0,-33.2030,153.4030,-130.5620,-35.3740,-27.4150,186.0230,A
026112,20161231,2016,INDL,C,D,STD,USD,199.1280,104.6450,0,-59.5860,0.9960,45.8590,-58.9000,-2.0320,167.8360,A
026116,20101031,2010,INDL,C,D,STD,USD,,,,,,,,,,A
026116,20111031,2011,INDL,C,D,STD,USD,,,,,,,,,,A
026116,20121031,2012,INDL,C,D,STD,USD,,,,,,,,,,A
026116,20131031,2013,INDL,C,D,STD,USD,,,,,,,,,,A
026116,20141031,2014,INDL,C,D,STD,USD,,,,,,,,,,A
026116,20151031,2015,INDL,C,D,STD,USD,,,,,,,,,,A
026116,20161031,2016,INDL,C,D,STD,USD,,,,,,,,,,A
026116,20171031,2017,INDL,C,D,STD,USD,,,,,,,,,,A
026123,20151231,2015,INDL,C,D,STD,USD,307.3360,119.4230,23.414,-103.9960,276.9890,-115.2950,-111.5810,-99.8840,,A
026123,20161231,2016,INDL,C,D,STD,USD,282.0810,99.7800,96.494,-108.9050,75.1240,12.8150,-131.8450,-107.5920,,A
026126,20161231,2016,INDL,C,D,STD,USD,986.0240,100.9160,570.332,175.9270,-96.3440,-65.9390,-0.3850,172.2110,0.0070,A
026128,20151231,2015,INDL,C,D,STD,USD,325.9010,0.8580,0,,,,,,,I
026128,20161231,2016,INDL,C,D,STD,USD,325.8590,0.0960,0.5,-1.4910,0.5000,0.1250,-0.6530,-1.3860,,I
026144,20170131,2016,INDL,C,D,STD,USD,1213.3930,7.0920,323.234,79.0920,21.3400,-63.1740,27.0660,43.4980,,A
026146,20151231,2015,INDL,C,D,STD,USD,221.3800,54.1160,0,-23.0800,239.3100,-163.8000,-22.8110,-22.5150,216.3550,A
